"window_begin","window_end","sharp_label","sharp_LAT_MIN_min","sharp_LAT_MIN_max","sharp_LAT_MIN_avg","sharp_LON_MIN_min","sharp_LON_MIN_max","sharp_LON_MIN_avg","sharp_LAT_MAX_min","sharp_LAT_MAX_max","sharp_LAT_MAX_avg","sharp_LON_MAX_min","sharp_LON_MAX_max","sharp_LON_MAX_avg","sharp_USFLUX_min","sharp_USFLUX_max","sharp_USFLUX_avg","sharp_MEANGAM_min","sharp_MEANGAM_max","sharp_MEANGAM_avg","sharp_MEANGBT_min","sharp_MEANGBT_max","sharp_MEANGBT_avg","sharp_MEANGBZ_min","sharp_MEANGBZ_max","sharp_MEANGBZ_avg","sharp_MEANGBH_min","sharp_MEANGBH_max","sharp_MEANGBH_avg","sharp_MEANJZD_min","sharp_MEANJZD_max","sharp_MEANJZD_avg","sharp_TOTUSJZ_min","sharp_TOTUSJZ_max","sharp_TOTUSJZ_avg","sharp_MEANALP_min","sharp_MEANALP_max","sharp_MEANALP_avg","sharp_MEANJZH_min","sharp_MEANJZH_max","sharp_MEANJZH_avg","sharp_TOTUSJH_min","sharp_TOTUSJH_max","sharp_TOTUSJH_avg","sharp_ABSNJZH_min","sharp_ABSNJZH_max","sharp_ABSNJZH_avg","sharp_SAVNCPP_min","sharp_SAVNCPP_max","sharp_SAVNCPP_avg","sharp_MEANPOT_min","sharp_MEANPOT_max","sharp_MEANPOT_avg","sharp_TOTPOT_min","sharp_TOTPOT_max","sharp_TOTPOT_avg","sharp_MEANSHR_min","sharp_MEANSHR_max","sharp_MEANSHR_avg","sharp_SHRGT45_min","sharp_SHRGT45_max","sharp_SHRGT45_avg","sharp_SIZE_min","sharp_SIZE_max","sharp_SIZE_avg","sharp_SIZE_ACR_min","sharp_SIZE_ACR_max","sharp_SIZE_ACR_avg","sharp_NACR_min","sharp_NACR_max","sharp_NACR_avg","sharp_NPIX_min","sharp_NPIX_max","sharp_NPIX_avg","flare_label","flare_num","flare_duration_minutes_min","flare_duration_minutes_max","flare_duration_minutes_avg","flare_peak_duration_minutes_min","flare_peak_duration_minutes_max","flare_peak_duration_minutes_avg","flare_strength_log_min","flare_strength_log_max","flare_strength_log_avg","CME_label","CME_num","CME_donki_Latitude_min","CME_donki_Latitude_max","CME_donki_Latitude_avg","CME_donki_Longitude_min","CME_donki_Longitude_max","CME_donki_Longitude_avg","CME_donki_HalfAngle_min","CME_donki_HalfAngle_max","CME_donki_HalfAngle_avg","CME_donki_Speed_min","CME_donki_Speed_max","CME_donki_Speed_avg","future_flare_label","future_flare_num","future_flare_duration_minutes_min","future_flare_duration_minutes_max","future_flare_duration_minutes_avg","future_flare_peak_duration_minutes_min","future_flare_peak_duration_minutes_max","future_flare_peak_duration_minutes_avg","future_flare_strength_log_min","future_flare_strength_log_max","future_flare_strength_log_avg","future_CME_label","future_CME_num","future_CME_donki_Latitude_min","future_CME_donki_Latitude_max","future_CME_donki_Latitude_avg","future_CME_donki_Longitude_min","future_CME_donki_Longitude_max","future_CME_donki_Longitude_avg","future_CME_donki_HalfAngle_min","future_CME_donki_HalfAngle_max","future_CME_donki_HalfAngle_avg","future_CME_donki_Speed_min","future_CME_donki_Speed_max","future_CME_donki_Speed_avg","future_Operational_SEP_label","future_SEP_MaxFlux","future_SEP_label"
1992-03-21 07:05:00,1992-03-22 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,30,110,63,11,28,17,-12.2679480492483,-12.0927439602232,-12.1803460047357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,8,52,28.8888888888889,3,33,13.8888888888889,-14.0386541092785,-13.0270531976,-13.6492074465547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-03-22 07:05:00,1992-03-23 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,8,52,28.8888888888889,3,33,13.8888888888889,-14.0386541092785,-13.0270531976,-13.6492074465547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,5,101,34,1,72,16,-13.6331890011703,-12.5345767125022,-13.1472071411757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-03-23 07:05:00,1992-03-24 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,5,101,34,1,72,16,-13.6331890011703,-12.5345767125022,-13.1472071411757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,6,55,24.8,0,20,8.6,-13.6331890011703,-12.404523584254,-13.0296020676493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-03-24 07:05:00,1992-03-25 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,6,55,24.8,0,20,8.6,-13.6331890011703,-12.404523584254,-13.0296020676493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,5,71,21.421052631579,1,41,8.94736842105263,-13.2848823069021,-11.7742902291046,-12.5251680320429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-03-25 07:05:00,1992-03-26 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,5,71,21.421052631579,1,41,8.94736842105263,-13.2848823069021,-11.7742902291046,-12.5251680320429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,7,74,26,1,46,14.1,-13.5531462934968,-12.7507998209718,-13.3128329885437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-03-26 07:05:00,1992-03-27 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,7,74,26,1,46,14.1,-13.5531462934968,-12.7507998209718,-13.3128329885437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,69,16.2857142857143,2,10,4.57142857142857,-13.72020037816,-12.7168982692962,-13.2424840216003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-03-27 07:05:00,1992-03-28 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,5,69,16.2857142857143,2,10,4.57142857142857,-13.72020037816,-12.7168982692962,-13.2424840216003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,9,106,33.8,2,73,16.4,-13.4790383213431,-12.7507998209718,-13.1232306359431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-03-28 07:05:00,1992-03-29 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,9,106,33.8,2,73,16.4,-13.4790383213431,-12.7507998209718,-13.1232306359431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,40,19.8571428571429,1,13,6.71428571428571,-13.72020037816,-12.7858911407831,-13.3221631410678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-03-29 07:05:00,1992-03-30 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,40,19.8571428571429,1,13,6.71428571428571,-13.72020037816,-12.7858911407831,-13.3221631410678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,6,53,18.3333333333333,0,14,5.33333333333333,-13.8668038523518,-12.5627475894689,-13.4237793995729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-03-30 07:05:00,1992-03-31 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,6,53,18.3333333333333,0,14,5.33333333333333,-13.8668038523518,-12.5627475894689,-13.4237793995729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,5,130,36.5714285714286,0,85,15.0714285714286,-12.8599991129368,-9.79015886722913,-11.7835775941289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-03-31 07:05:00,1992-04-01 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,5,130,36.5714285714286,0,85,15.0714285714286,-12.8599991129368,-9.79015886722913,-11.7835775941289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,6,96,39.9,1,31,10.1,-13.0270531976,-10.1519489118346,-11.7996359636249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-04-01 07:05:00,1992-04-02 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,6,96,39.9,1,31,10.1,-13.0270531976,-10.1519489118346,-11.7996359636249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,79,21.875,2,50,11.75,-13.6331890011703,-12.822258784954,-13.2468613150023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-04-02 07:05:00,1992-04-03 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,5,79,21.875,2,50,11.75,-13.6331890011703,-12.822258784954,-13.2468613150023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,16,11.5,1,5,2.75,-13.4100454498561,-13.2277238930622,-13.3188846714591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-04-03 07:05:00,1992-04-04 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,9,16,11.5,1,5,2.75,-13.4100454498561,-13.2277238930622,-13.3188846714591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,165,62.2,3,55,20.9,-13.4790383213431,-12.4292161968444,-12.8613585816834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-04-04 07:05:00,1992-04-05 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,10,165,62.2,3,55,20.9,-13.4790383213431,-12.4292161968444,-12.8613585816834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,11,117,44.8888888888889,1,68,18.1111111111111,-13.2277238930622,-12.6523597481586,-12.9498479370276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-04-05 07:05:00,1992-04-06 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,11,117,44.8888888888889,1,68,18.1111111111111,-13.2277238930622,-12.6523597481586,-12.9498479370276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,5,141,29.75,0,53,13,-13.8155105579643,-11.5331281722877,-12.9518997908431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-04-06 07:05:00,1992-04-07 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,5,141,29.75,0,53,13,-13.8155105579643,-11.5331281722877,-12.9518997908431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,6,174,39.4545454545455,2,115,16.8181818181818,-13.4790383213431,-11.7486477984913,-12.9010211426568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-04-07 07:05:00,1992-04-08 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,6,174,39.4545454545455,2,115,16.8181818181818,-13.4790383213431,-11.7486477984913,-12.9010211426568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,5,260,38.625,0,57,13.0625,-13.8880812507991,-11.9909612659132,-13.0067379511102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-04-08 07:05:00,1992-04-09 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,5,260,38.625,0,57,13.0625,-13.8880812507991,-11.9909612659132,-13.0067379511102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,9,35,18.4,0,12,5.4,-14.1166156507482,-13.4790383213431,-13.7384231320761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-04-09 07:05:00,1992-04-10 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,9,35,18.4,0,12,5.4,-14.1166156507482,-13.4790383213431,-13.7384231320761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,102,24.75,0,74,14.125,-14.2617976605927,-13.5531462934968,-13.9965421566407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-04-10 07:05:00,1992-04-11 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,7,102,24.75,0,74,14.125,-14.2617976605927,-13.5531462934968,-13.9965421566407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,9,4,4,4,-13.8357132652818,-13.8357132652818,-13.8357132652818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-04-11 07:05:00,1992-04-12 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,9,9,9,4,4,4,-13.8357132652818,-13.8357132652818,-13.8357132652818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,30,65,47.5,0,28,14,-13.8668038523518,-13.8668038523518,-13.8668038523518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-04-12 07:05:00,1992-04-13 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,30,65,47.5,0,28,14,-13.8668038523518,-13.8668038523518,-13.8668038523518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,30,15,3,11,6.42857142857143,-14.3263361817303,-13.4790383213431,-14.0252216639016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-04-13 07:05:00,1992-04-14 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6,30,15,3,11,6.42857142857143,-14.3263361817303,-13.4790383213431,-14.0252216639016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,74,31.1666666666667,1,38,16,-14.0639719172628,-13.2848823069021,-13.7214549273764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-04-14 07:05:00,1992-04-15 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,8,74,31.1666666666667,1,38,16,-14.0639719172628,-13.2848823069021,-13.7214549273764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,7,65,18.7142857142857,0,44,8,-14.2462934740567,-12.7858911407831,-13.610853713269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-04-15 07:05:00,1992-04-16 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,21,7,65,18.7142857142857,0,44,8,-14.2462934740567,-12.7858911407831,-13.610853713269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,8,66,29.0769230769231,0,37,11.1538461538462,-13.6331890011703,-12.4545340048287,-13.012474444667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,1
1992-04-16 07:05:00,1992-04-17 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,8,66,29.0769230769231,0,37,11.1538461538462,-13.6331890011703,-12.4545340048287,-13.012474444667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,13,102,31.5714285714286,2,33,13.2142857142857,-13.6331890011703,-11.4176152851659,-12.6237198111482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,1
1992-04-17 07:05:00,1992-04-18 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,13,102,31.5714285714286,2,33,13.2142857142857,-13.6331890011703,-11.4176152851659,-12.6237198111482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,5,121,27.6,0,49,12,-12.9400418206104,-11.675444394468,-12.4498318993556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,1
1992-04-18 07:05:00,1992-04-19 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,5,121,27.6,0,49,12,-12.9400418206104,-11.675444394468,-12.4498318993556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,5,76,19.825,0,33,6.8,-13.2277238930622,-11.5129254649702,-12.55856885318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,1
1992-04-19 07:05:00,1992-04-20 07:05:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,5,76,19.825,0,33,6.8,-13.2277238930622,-11.5129254649702,-12.55856885318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,5,87,30.8888888888889,0,69,12.2592592592593,-13.2277238930622,-11.6637483547048,-12.4466827007848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,1
